community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
0,1,,0.0,0.0,〇,〇,〇,〇
1,14,0.5804582588892292,0.31763364883770445,0.14285714285714285,四 五 六 三 七 八 九 十 二 两 第二 几,几 一 两 十 第 二 第二 九,第二 六 八 几 十 四 二 五 九 两 一 七,四 五 六 三 七 八 九 十 二 两 第二 几 第 一
2,7,0.413081461414724,0.04350806202637094,0.2857142857142857,统统 一律 一概 通通 一一 一经 凡,凡 一经 一一 通通 一律 统统 一概,凡 通通 统统 一经 一概 一律 一一,统统 一律 一概 通通 一一 一经 凡
3,40,0.40865227928807246,-0.027602503649947978,0.6,急忙 赶忙 赶紧 连忙 慌忙 立刻 赶快 立即 马上 当即 顾不得 忽然,及早 急于 及时 懒得 早日 禁不住 不由得 来不及,早日 慌忙 立刻 立即 禁不住 不禁 来不及 果断 连忙 连夜 火速 来得及,急忙 赶忙 赶紧 连忙 慌忙 立刻 赶快 立即 马上 当即 顾不得 忽然 猛然 火速 迫不及待 来不及 忍不住 突然 毫不犹豫 匆忙 匆匆 顾不上 顿时 恨不得 来得及 连滚带爬 不由得 一下子 连夜 禁不住 不禁 及早 灵机一动 果断 急于 尽快 及时 尽早 懒得 早日
4,12,0.44737565557694303,0.106200280232995,0.3333333333333333,小心 留神 当心 注意 留心 提防 警惕 留意 生怕 一不小心 关注 万一,万一 警惕 关注 一不小心 生怕 留心 留神 注意,关注 一不小心 当心 生怕 小心 万一 注意 警惕 留心 提防 留意 留神,小心 留神 当心 注意 留心 提防 警惕 留意 生怕 一不小心 关注 万一
5,4,0.42348220073619447,0.06873539059705307,0.25,一鼓作气 一口气 一举 振作,振作 一口气 一举 一鼓作气,一鼓作气 一口气 振作 一举,一鼓作气 一口气 一举 振作
6,8,0.5098657437052301,0.16087615540257671,0.125,言行 举动 一言一行 所作所为 一举一动 行为 举止 行动,行动 一举一动 举止 行为 所作所为 举动 言行 一言一行,举动 行为 举止 行动 言行 一举一动 所作所为 一言一行,言行 举动 一言一行 所作所为 一举一动 行为 举止 行动
7,6,0.48505085338474735,0.14700076474655685,0.16666666666666666,无所事事 一无所有 一事无成 无所作为 一无所知 无所谓,无所谓 一无所知 一事无成 无所作为 无所事事 一无所有,无所谓 无所作为 一无所知 无所事事 一无所有 一事无成,无所事事 一无所有 一事无成 无所作为 一无所知 无所谓
8,29,0.40198796008367865,-0.030005296612479297,0.6551724137931034,大部分 大多数 绝大多数 多数 大多 许多 大都 不少 一些 好多 部分 半数,全都 全部 半数 有的 基本上 几乎 众多 些,一般 些 不少 部分 许多 那些 或多或少 几乎 有的 大多 多数 这些,大部分 大多数 绝大多数 多数 大多 许多 大都 不少 一些 好多 部分 半数 这些 有的 那些 所有 一部分 全都 众多 少数 或多或少 基本上 个别 一般 全部 其余 普遍 几乎 些
9,3,0.5756531560162128,0.3514663478225753,0.0,一代 代 下一代,下一代 代 一代,代 下一代 一代,一代 代 下一代
10,12,0.46208530645511986,0.08056027474361692,0.08333333333333333,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半,半 一会儿 钟 天 秒 好久 礼拜 星期,半 天 一会儿 秒 礼拜 分钟 钟 小时 好久 钟头 星期 半天,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半
11,2,0.49243659431201126,0.21073312891533497,0.0,一体 一身,一体 一身,一身 一体,一体 一身
12,16,0.46772888360429676,0.10488272253959102,0.25,总共 共计 总计 一共 约 共 大约 合计 共有 累计 将近 至少,平均 整整 折合 近 至少 累计 将近 共有,共有 共 约 总共 总计 合计 大约 近 折合 将近 共计 整整,总共 共计 总计 一共 约 共 大约 合计 共有 累计 将近 至少 折合 平均 整整 近
13,15,0.4572100083663566,0.06391086808228735,0.2,屡次 多次 一再 频频 接连 再次 再度 屡 三番五次 曾 频繁 曾经,反复 接连 接二连三 曾经 频繁 曾 一度 再度,屡 频繁 三番五次 曾 再度 曾经 再次 多次 接二连三 反复 频频 屡次,屡次 多次 一再 频频 接连 再次 再度 屡 三番五次 曾 频繁 曾经 接二连三 一度 反复
14,11,0.46047897179455155,0.07988990025293013,0.36363636363636365,各种 各式各样 种种 诸多 一系列 多种 形形色色 五花八门 一连串 多样 一切,多样 一切 五花八门 一系列 一连串 诸多 形形色色 各式各样,一连串 种种 形形色色 多样 多种 诸多 各式各样 一系列 五花八门 各种 一切,各种 各式各样 种种 诸多 一系列 多种 形形色色 五花八门 一连串 多样 一切
15,7,0.47604479309432957,0.1365393841612436,0.14285714285714285,一瞬间 一刹那 时刻 瞬间 关头 千钧一发 日子,日子 关头 千钧一发 瞬间 时刻 一刹那 一瞬间,一瞬间 时刻 关头 瞬间 千钧一发 一刹那 日子,一瞬间 一刹那 时刻 瞬间 关头 千钧一发 日子
16,64,0.4148016732173487,-0.01742229522873699,0.609375,小声 大声 摇头 插嘴 笑 咧嘴 冷笑 嬉笑 自言自语 嚷 发愣 打岔,扭头 客气 聊天儿 问 惨白 吵架 走开 胡闹,插嘴 一声不吭 哄堂大笑 吵 吼 哭 喊 嚷 一言不发 前仰后合 自言自语 笑,小声 大声 摇头 插嘴 笑 咧嘴 冷笑 嬉笑 自言自语 嚷 发愣 打岔 哆嗦 哭 点头 扭头 说话 一声不吭 一言不发 眉开眼笑 招呼 走开 唠叨 絮叨 客气 坐下 呜咽 交头接耳 愣 发脾气 告辞 前仰后合 说道 面红耳赤 吵嘴 聊天儿 反问 亲热 哄堂大笑 七嘴八舌 开玩笑 微笑 打招呼 说 一动不动 得意扬扬 胡闹 说闲话 有口无心 吵架 半真半假 问 吵 招手 指着 发抖 通红 示意 滔滔不绝 沉默 喊 会意 吼 惨白
17,2,0.482941303987626,0.1686403075156456,0.0,过半 一半,一半 过半,过半 一半,过半 一半
18,24,0.41461548860950714,0.0160505501223922,0.4583333333333333,支票 存折 银行卡 发票 收据 挂失 汇款 账单 取款 信用卡 欠条 借条,定金 钞票 卡片 彩票 信用卡 印章 自助 磁卡,取款 卡 挂失 一卡通 彩票 取款机 印章 信用卡 欠条 付款 凭证 汇款,支票 存折 银行卡 发票 收据 挂失 汇款 账单 取款 信用卡 欠条 借条 付款 凭证 卡片 取款机 磁卡 一卡通 钞票 卡 印章 彩票 自助 定金
19,16,0.43154993741561753,0.043905005233714794,0.3125,俗语 词语 成语 句 名言 俗话 词 一句话 句子 话语 字眼 话,古人 俗话说 话 对联 成语 话语 句子 比喻,俗话说 成语 句 句子 古人 名言 俗话 俗语 词 话 话语 一句话,俗语 词语 成语 句 名言 俗话 词 一句话 句子 话语 字眼 话 比喻 对联 古人 俗话说
20,13,0.41155288158753794,0.01398787424091451,0.6153846153846154,共同 携手 联手 齐心协力 一起 一同 协同 同舟共济 一齐 联合 协作 一块儿,一齐 众志成城 协作 协同 一同 一块儿 同舟共济 联合,联手 一齐 一起 共同 同舟共济 联合 一块儿 携手 协作 协同 一同 众志成城,共同 携手 联手 齐心协力 一起 一同 协同 同舟共济 一齐 联合 协作 一块儿 众志成城
21,8,0.4949978923566945,0.20362239874631036,0.0,一向 历来 向来 多年来 一贯 长期以来 多年 历届,历届 长期以来 多年 历来 多年来 向来 一向 一贯,历来 一贯 多年来 长期以来 向来 多年 一向 历届,一向 历来 向来 多年来 一贯 长期以来 多年 历届
22,8,0.4638786773514876,0.0520829895192957,0.25,过分 盲目 过度 一味 片面 忽视 只顾 过早,片面 过早 过度 只顾 忽视 一味 盲目 过分,盲目 片面 只顾 忽视 过度 过分 一味 过早,过分 盲目 过度 一味 片面 忽视 只顾 过早
23,10,0.43442651451900227,0.04029601316094205,0.4,不得了 不像话 要命 厉害 够呛 受不了 一塌糊涂 得 得了 了不起,一塌糊涂 了不起 得了 得 不像话 受不了 够呛 厉害,不像话 不得了 厉害 得 得了 够呛 受不了 要命 一塌糊涂 了不起,不得了 不像话 要命 厉害 够呛 受不了 一塌糊涂 得 得了 了不起
