community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
0,1,,0.0,0.0,〇,〇,〇,〇
1,14,0.5804582588892292,0.3317886123550015,0.14285714285714285,四 五 六 三 七 八 九 十 二 两 第二 几,几 一 两 十 第 二 第二 九,第二 六 八 几 十 四 二 五 九 两 一 七,四 五 六 三 七 八 九 十 二 两 第二 几 第 一
2,13,0.43343411235097334,0.07151236630349339,0.3076923076923077,全都 统统 全部 通通 一概 所有 一律 几乎 一切 完全 一齐 全,一齐 一律 所有 几乎 完全 一切 一一 全,一齐 全 通通 完全 几乎 所有 统统 全都 全部 一概 一切 一律,全都 统统 全部 通通 一概 所有 一律 几乎 一切 完全 一齐 全 一一
3,18,0.44725745081315205,0.013596616541616348,0.2777777777777778,忽然 猛然 一瞬间 突然 顿时 一下子 一刹那 瞬间 不一会儿 一晃 不知不觉 转眼,转眼 缓缓 不料 下意识 一刹那 猛然 一晃 一会儿,一瞬间 不经意 一会儿 一不小心 不料 瞬间 一下子 不知不觉 不一会儿 突然 忽然 转眼,忽然 猛然 一瞬间 突然 顿时 一下子 一刹那 瞬间 不一会儿 一晃 不知不觉 转眼 一不小心 一会儿 不经意 缓缓 下意识 不料
4,6,0.3939387961543942,0.009372210234007047,0.3333333333333333,保卫 收复 夺取 捍卫 解放 一举,一举 保卫 捍卫 解放 夺取 收复,收复 解放 保卫 夺取 捍卫 一举,保卫 收复 夺取 捍卫 解放 一举
5,6,0.5028022752331235,0.18865523503551554,0.0,言行 一言一行 所作所为 一举一动 行为 行动,行动 一言一行 一举一动 所作所为 行为 言行,行为 行动 言行 一举一动 所作所为 一言一行,言行 一言一行 所作所为 一举一动 行为 行动
6,9,0.4429929514229387,0.07728084671280462,0.0,无能为力 一事无成 无所事事 无所作为 一无所有 一无所知 一筹莫展 走投无路 无济于事,无济于事 一无所知 走投无路 一筹莫展 无能为力 一事无成 无所作为 一无所有,无济于事 无所作为 无能为力 一筹莫展 走投无路 一无所知 无所事事 一无所有 一事无成,无能为力 一事无成 无所事事 无所作为 一无所有 一无所知 一筹莫展 走投无路 无济于事
7,24,0.43272367806301637,0.009458746612191279,0.375,许多 大多数 不少 一些 大部分 绝大多数 多数 好多 大量 众多 那些 部分,有的 些 半数 成千上万 少量 别的 这些 无数,少量 些 不少 部分 许多 无数 那些 别的 有的 多数 这些 绝大多数,许多 大多数 不少 一些 大部分 绝大多数 多数 好多 大量 众多 那些 部分 大批 这些 少数 一部分 无数 有的 个别 半数 少量 成千上万 些 别的
8,3,0.5756531560162128,0.32927385381727964,0.0,一代 代 下一代,下一代 代 一代,代 下一代 一代,一代 代 下一代
9,2,0.49243659431201126,0.21298285322216234,0.0,一体 一身,一体 一身,一身 一体,一体 一身
10,16,0.4676610117010382,0.1256058726030014,0.1875,总共 共计 总计 一共 共 约 合计 大约 累计 共有 仅 平均,平均 折合 将近 至少 分别 累计 总计 共有,共有 共 仅 约 总共 总计 合计 大约 折合 将近 共计 至少,总共 共计 总计 一共 共 约 合计 大约 累计 共有 仅 平均 折合 至少 将近 分别
11,15,0.4661282324875916,0.1397861888855407,0.06666666666666667,屡次 多次 接连 频频 一再 再度 再次 屡 相继 先后 接二连三 三番五次,频繁 接连 接二连三 三番五次 相继 一度 先后 再次,屡 频繁 三番五次 曾 再度 再次 多次 接二连三 相继 频频 先后 屡次,屡次 多次 接连 频频 一再 再度 再次 屡 相继 先后 接二连三 三番五次 曾 频繁 一度
12,51,0.420137578125101,0.00654950690595633,0.37254901960784315,扭头 摇头 小声 点头 坐下 咧嘴 走开 一言不发 大声 招呼 一声不吭 瞪,神情 站住 大模大样 递给 鞠躬 左顾右盼 停下 交头接耳,一声不吭 转身 停下 一言不发 大模大样 前仰后合 自言自语 笑 瞪 一动不动 打量 咧嘴,扭头 摇头 小声 点头 坐下 咧嘴 走开 一言不发 大声 招呼 一声不吭 瞪 一眼 笑 眉开眼笑 目不转睛 自言自语 神情 示意 嬉笑 低头 招手 眼色 转身 微笑 一动不动 愣 告辞 打量 脸色 眨眼 站住 回头 说话 说道 会意 伸手 交头接耳 打招呼 过头 停下 东张西望 指着 递给 前仰后合 左顾右盼 沉默 鞠躬 抬头 挥 大模大样
13,4,0.42035942981409385,0.10274931026967815,0.25,一半 半 过半 半边天,半边天 半 过半 一半,半 半边天 过半 一半,一半 半 过半 半边天
14,20,0.4348759373335626,0.0249524536399819,0.3,银行卡 存折 取款 存款 信用卡 汇款 活期 支票 挂失 外币 储蓄 取款机,支票 存款 信用卡 现金 一卡通 钱包 外币 银行,取款 银行 钱包 挂失 储蓄 一卡通 取款机 信用卡 汇款 零钱 活期 理财,银行卡 存折 取款 存款 信用卡 汇款 活期 支票 挂失 外币 储蓄 取款机 账户 银行 零钱 钱包 余额 理财 一卡通 现金
15,3,0.4088305666252134,0.07500481761927663,0.3333333333333333,争气 争光 一口气,一口气 争光 争气,争气 一口气 争光,争气 争光 一口气
