community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
0,1,,0.0,0.0,〇,〇,〇,〇
1,14,0.5804582588892292,0.3589324370419748,0.07142857142857142,四 五 六 三 七 八 九 十 二 两 第二 几,一 几 十 第 两 二 第二 九,第二 六 八 几 十 四 二 五 九 两 一 七,四 五 六 三 七 八 九 十 二 两 第二 几 第 一
2,8,0.41048496129078277,0.05605983768468669,0.25,统统 一律 一概 通通 一切 一一 一经 凡,凡 一经 一切 一一 通通 统统 一律 一概,凡 通通 统统 一经 一概 一切 一律 一一,统统 一律 一概 通通 一切 一一 一经 凡
3,46,0.4287920457770509,-0.030289691419586307,0.6739130434782609,急忙 赶忙 连忙 慌忙 立刻 赶紧 忽然 猛然 忍不住 情不自禁 扭头 马上,缓缓 趁机 不由自主 偷偷 情不自禁 赶快 恨不得 得意扬扬,一声不吭 转身 慌忙 立刻 立即 顺手 禁不住 不禁 趁机 不由自主 愣 偷偷,急忙 赶忙 连忙 慌忙 立刻 赶紧 忽然 猛然 忍不住 情不自禁 扭头 马上 不由得 突然 悄悄 立即 顿时 随即 下意识 毫不犹豫 当即 禁不住 小声 偷偷 不由自主 不禁 一声不吭 赶快 匆匆 连滚带爬 顺手 转身 灵机一动 不假思索 迫不及待 一下子 得意扬扬 趁机 缓缓 恨不得 不一会儿 火速 愣 小心翼翼 连夜 默默
4,13,0.4318502904631181,0.06891061864567034,0.38461538461538464,小心 留神 当心 注意 留心 提防 警惕 留意 生怕 一不小心 不慎 关注,不料 一不小心 不慎 警惕 关注 生怕 注意 留心,关注 一不小心 不料 不慎 当心 生怕 小心 注意 警惕 留心 提防 留意,小心 留神 当心 注意 留心 提防 警惕 留意 生怕 一不小心 不慎 关注 不料
5,5,0.370575300705491,-0.005602436621752138,0.6,一鼓作气 一口气 振作 一举 改邪归正,改邪归正 振作 一口气 一举 一鼓作气,一鼓作气 一口气 振作 改邪归正 一举,一鼓作气 一口气 振作 一举 改邪归正
6,8,0.5098657437052301,0.20905084833659554,0.0,言行 举动 一言一行 所作所为 一举一动 行为 举止 行动,行动 行为 举止 所作所为 举动 言行 一言一行 一举一动,举动 行为 举止 行动 言行 一举一动 所作所为 一言一行,言行 举动 一言一行 所作所为 一举一动 行为 举止 行动
7,8,0.43752025182504856,0.05909629255845728,0.125,无所作为 无能为力 一无所有 无所事事 一无所知 一事无成 一筹莫展 措手不及,措手不及 一筹莫展 一无所有 无能为力 一事无成 无所事事 一无所知 无所作为,无所作为 无能为力 一筹莫展 一无所知 无所事事 一无所有 一事无成 措手不及,无所作为 无能为力 一无所有 无所事事 一无所知 一事无成 一筹莫展 措手不及
8,20,0.4516840785054936,0.10449190522065625,0.1,许多 诸多 一些 众多 无数 各种 不少 各式各样 好多 种种 大量 一系列,一系列 成千上万 些 一连串 大量 各种 多种 好多,若干 些 不少 许多 无数 一连串 种种 形形色色 那些 多种 大批 大量,许多 诸多 一些 众多 无数 各种 不少 各式各样 好多 种种 大量 一系列 大批 形形色色 那些 一连串 成千上万 多种 些 若干
9,15,0.4169213703778443,0.04392639964835785,0.3333333333333333,后代 子孙 后裔 辈 祖先 祖宗 后人 世代 传人 一代 弟子 代,弟子 子弟 血缘 传人 下一代 祖先 代 一代,祖先 祖宗 子孙 子弟 弟子 代 后人 后代 世代 辈 下一代 传人,后代 子孙 后裔 辈 祖先 祖宗 后人 世代 传人 一代 弟子 代 子弟 下一代 血缘
10,12,0.46208530645511986,0.09317556381846591,0.16666666666666666,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半,半 秒 钟 天 好久 礼拜 星期 一会儿,半 天 一会儿 秒 礼拜 分钟 钟 小时 好久 钟头 星期 半天,钟头 分钟 星期 半天 小时 钟 天 礼拜 好久 一会儿 秒 半
11,2,0.49243659431201126,0.21205230841408504,0.0,一体 一身,一体 一身,一身 一体,一体 一身
12,17,0.457061567648667,0.11624941124891641,0.23529411764705882,总共 共计 一共 大约 总计 约 共 合计 将近 至少 共有 大概,折合 整整 起码 近 累计 大概 至少 将近,共有 共 约 总共 总计 合计 大约 大概 近 折合 将近 共计,总共 共计 一共 大约 总计 约 共 合计 将近 至少 共有 大概 累计 整整 近 折合 起码
13,16,0.4430004135480081,0.06163511975827797,0.25,屡次 多次 频频 一再 再次 接连 再度 屡 三番五次 曾 接二连三 频繁,次 不断 接连 频繁 一度 接二连三 曾经 再度,屡 频繁 三番五次 不断 曾 次 再度 曾经 再次 多次 接二连三 频频,屡次 多次 频频 一再 再次 接连 再度 屡 三番五次 曾 接二连三 频繁 曾经 一度 不断 次
14,7,0.4770763711694438,0.1496577329169226,0.14285714285714285,一瞬间 一刹那 瞬间 千钧一发 时刻 关头 一晃,一晃 关头 时刻 千钧一发 瞬间 一刹那 一瞬间,一瞬间 时刻 关头 瞬间 千钧一发 一晃 一刹那,一瞬间 一刹那 瞬间 千钧一发 时刻 关头 一晃
15,23,0.4384207382863446,0.0003318085182652132,0.30434782608695654,睡 躺 睡着 蹲 坐 一动不动 坐下 打盹儿 瘫 站立 呆 卧,休息 仰 醉 卧 困 歇 呆 站住,卧 呆 困 坐 仰 站 睡 瘫 睡着 酣睡 一动不动 歇,睡 躺 睡着 蹲 坐 一动不动 坐下 打盹儿 瘫 站立 呆 卧 酣睡 动弹 仰 休息 跪 歇 挨着 站住 困 醉 站
16,3,0.4235498132155217,0.08679807172153808,0.0,一半 一部分 过半,过半 一部分 一半,一部分 过半 一半,一半 一部分 过半
17,26,0.4091600646935154,-0.011115151039195893,0.6153846153846154,支票 银行卡 存折 汇款 取款 挂失 信用卡 账单 收据 发票 付款 账户,活期 印章 取款机 卡片 缴费 储蓄 存款 一卡通,取款 密码 卡 挂失 缴费 储蓄 一卡通 取款机 印章 信用卡 欠条 付款,支票 银行卡 存折 汇款 取款 挂失 信用卡 账单 收据 发票 付款 账户 凭证 取款机 借条 欠条 一卡通 支付 卡片 缴费 存款 密码 储蓄 卡 活期 印章
18,13,0.43843718338595833,0.019889104173948104,0.3076923076923077,俗语 俗话 成语 名言 词语 句 一句话 词 古人 俗话说 比喻 对联,名言 所谓 古人 俗话说 成语 对联 一句话 句,俗话说 成语 句 古人 名言 俗话 俗语 词 一句话 所谓 比喻 对联,俗语 俗话 成语 名言 词语 句 一句话 词 古人 俗话说 比喻 对联 所谓
19,8,0.4580881423956303,0.11262210765116194,0.125,联手 共同 携手 一起 一同 联合 一块儿 牵头,牵头 一块儿 一同 联合 一起 联手 携手 共同,牵头 联手 一起 共同 联合 一块儿 携手 一同,联手 共同 携手 一起 一同 联合 一块儿 牵头
20,11,0.4766409751799483,0.13202887741394329,0.09090909090909091,一向 一贯 向来 始终 一直 历来 多年来 长期以来 自始至终 多年 一如既往,自始至终 历来 一如既往 多年 长期以来 一直 始终 多年来,始终 历来 一贯 多年来 一如既往 长期以来 向来 多年 自始至终 一直 一向,一向 一贯 向来 始终 一直 历来 多年来 长期以来 自始至终 多年 一如既往
21,8,0.3924496349986756,0.014142270527680021,0.625,过分 过度 盲目 片面 一味 单方面 过头 透支,单方面 过头 透支 片面 一味 盲目 过分 过度,盲目 透支 单方面 片面 过度 过头 过分 一味,过分 过度 盲目 片面 一味 单方面 过头 透支
22,9,0.45439860319637737,0.06721910284847477,0.2222222222222222,不得了 够呛 不像话 要命 厉害 受不了 一塌糊涂 得 得了,一塌糊涂 得了 厉害 得 受不了 够呛 要命 不像话,不像话 不得了 厉害 得 得了 够呛 受不了 要命 一塌糊涂,不得了 够呛 不像话 要命 厉害 受不了 一塌糊涂 得 得了
