community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
0,1,,0.0,0.0,〇,〇,〇,〇
1,14,0.5804582588892292,0.31739122951762017,0.14285714285714285,四 五 六 三 七 八 九 十 二 两 第二 几,几 一 两 十 第 二 第二 九,第二 六 八 几 十 四 二 五 九 两 一 七,四 五 六 三 七 八 九 十 二 两 第二 几 第 一
2,3,0.415164803003993,0.0009770363725489569,0.3333333333333333,一概 一一 一经,一一 一经 一概,一经 一概 一一,一概 一一 一经
3,12,0.522852959236464,0.10461100891028248,0.16666666666666666,忽然 猛然 突然 一瞬间 顿时 瞬间 一下子 一刹那 骤然 转眼 仿佛 一晃,仿佛 转眼 骤然 一下子 猛然 一晃 忽然 突然,一瞬间 瞬间 一下子 骤然 突然 忽然 转眼 猛然 一晃 一刹那 仿佛 顿时,忽然 猛然 突然 一瞬间 顿时 瞬间 一下子 一刹那 骤然 转眼 仿佛 一晃
4,4,0.5306596553312826,0.17403714534408665,0.0,生怕 怕 一不小心 万一,怕 一不小心 万一 生怕,一不小心 怕 生怕 万一,生怕 怕 一不小心 万一
5,2,0.46172085702793986,0.13434934608475047,0.0,一度 一举,一举 一度,一度 一举,一度 一举
6,11,0.49499858507047373,0.1040963108533984,0.0,言行 举止 举动 言辞 一言一行 言论 言语 所作所为 话语 行为 一举一动,言论 言语 一举一动 言辞 举动 行为 话语 一言一行,举动 行为 举止 言语 言论 言行 言辞 一举一动 所作所为 话语 一言一行,言行 举止 举动 言辞 一言一行 言论 言语 所作所为 话语 行为 一举一动
7,5,0.511466989843752,0.17321910061047566,0.0,无所事事 一无所有 一事无成 无所作为 一无所知,一无所知 无所作为 一无所有 一事无成 无所事事,无所作为 一无所知 无所事事 一无所有 一事无成,无所事事 一无所有 一事无成 无所作为 一无所知
8,19,0.460660471828729,0.021850236536361808,0.47368421052631576,大多数 多数 绝大多数 大多 大部分 许多 不少 大都 一些 多半 好多 有的,有的 这些 普遍 半数 些 或多或少 一般 大都,一般 些 不少 许多 那些 或多或少 有的 大多 多数 这些 绝大多数 多半,大多数 多数 绝大多数 大多 大部分 许多 不少 大都 一些 多半 好多 有的 那些 半数 这些 或多或少 一般 普遍 些
9,4,0.5314095787166125,0.23068563494874608,0.0,一代 代 下一代 世代,世代 下一代 代 一代,代 世代 下一代 一代,一代 代 下一代 世代
10,10,0.5028991979890204,0.12170425672364311,0.2,钟头 星期 半天 分钟 小时 天 钟 礼拜 好久 一会儿,好久 一会儿 钟 天 礼拜 星期 小时 分钟,天 一会儿 礼拜 分钟 钟 小时 好久 钟头 星期 半天,钟头 星期 半天 分钟 小时 天 钟 礼拜 好久 一会儿
11,2,0.49243659431201126,0.2039030814533595,0.0,一体 一身,一体 一身,一身 一体,一体 一身
12,10,0.5721271107716329,0.28119337746939055,0.0,共计 总共 总计 共 一共 合计 共有 累计 约 折合,折合 约 累计 共有 一共 合计 总计 总共,共有 共 约 总共 总计 合计 折合 共计 一共 累计,共计 总共 总计 共 一共 合计 共有 累计 约 折合
13,12,0.5042996546375451,0.10053071343719415,0.25,屡次 频频 一再 多次 接连 再次 再度 屡 接二连三 频繁 三番五次 不断,不断 再度 接连 频繁 再次 三番五次 接二连三 多次,屡 频繁 三番五次 不断 再度 再次 多次 接二连三 频频 屡次 接连 一再,屡次 频频 一再 多次 接连 再次 再度 屡 接二连三 频繁 三番五次 不断
14,4,0.4707812655253986,0.11989708039511332,0.0,所有 任何 一切 其他,其他 所有 一切 任何,任何 其他 所有 一切,所有 任何 一切 其他
