community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members,soft_mass,mean_max_membership,mean_normalized_membership_entropy,highest_membership_words,strongest_members_outside_hard_cluster
0,47,0.41942512921629543,0.0721349372303483,0.1276595744680851,别致 | 古朴 | 优美 | 质朴 | 精致 | 艳丽 | 迷人 | 纯朴 | 优雅 | 朴实 | 甜美 | 浓郁,地道 | 原汁原味 | 浓郁 | 欢快 | 洋溢 | 鲜艳 | 诱人 | 丰满,甜美 | 秀美 | 丰富多彩 | 新奇 | 引人入胜 | 古朴 | 优美 | 浓郁 | 优雅 | 地道 | 亮丽 | 富有,别致 | 古朴 | 优美 | 质朴 | 精致 | 艳丽 | 迷人 | 纯朴 | 优雅 | 朴实 | 甜美 | 浓郁 | 细腻 | 高雅 | 新颖 | 精美 | 秀丽 | 清新 | 动听 | 奇特 | 鲜艳 | 悦耳 | 浪漫 | 华丽 | 欢快 | 引人入胜 | 新奇 | 可爱 | 活泼 | 秀美 | 朴素 | 缤纷 | 动感 | 风情 | 情调 | 逼真 | 亮丽 | 酣畅 | 富有 | 诱人 | 丰富多彩 | 洋溢 | 原汁原味 | 别具匠心 | 丰满 | 点缀 | 地道,46.98760155504053,0.998923120210384,0.0010160535053718549,精美:1.000000 | 别致:1.000000 | 精致:1.000000 | 艳丽:1.000000 | 清新:1.000000 | 动感:1.000000 | 缤纷:1.000000 | 诱人:1.000000 | 秀美:1.000000 | 优美:1.000000 | 丰富多彩:1.000000 | 古朴:1.000000,高贵:0.023260 | 梦幻:0.010447
1,64,0.3924630792984013,0.05017746513146606,0.09375,扔 | 拽 | 踹 | 叼 | 蹦 | 揍 | 摔 | 扯 | 捡 | 砸 | 捅 | 舔,喷 | 干 | 穿 | 耍 | 偷 | 捞 | 抖 | 攒,蹦 | 弄 | 挑 | 碰 | 摸 | 啃 | 撑 | 蹭 | 耍 | 砸 | 蹲 | 挤,扔 | 拽 | 踹 | 叼 | 蹦 | 揍 | 摔 | 扯 | 捡 | 砸 | 捅 | 舔 | 摸 | 扒 | 抠 | 掏 | 蹭 | 踢 | 躺 | 敲 | 揪 | 瞅 | 扛 | 耍 | 揣 | 弄 | 打 | 丢 | 溜 | 搬 | 抖 | 撕 | 捞 | 搁 | 碰 | 挨 | 趴 | 挑 | 蹲 | 啃 | 搀 | 坐 | 挤 | 撑 | 跳 | 跪 | 偷 | 摆 | 吹 | 搭 | 背 | 挂 | 攒 | 凑 | 捂 | 抓 | 盯 | 拣 | 喷 | 干 | 哄 | 捧 | 穿 | 扮,64.13816220295386,0.9936463327283135,0.005302738163550523,摆:1.000000 | 抠:1.000000 | 扯:1.000000 | 攒:1.000000 | 踢:1.000000 | 扮:1.000000 | 撕:1.000000 | 叼:1.000000 | 干:1.000000 | 耍:1.000000 | 舔:0.999999 | 掏:0.999999,翻:0.108568 | 甩:0.102051 | 刮:0.098741 | 磕:0.086783 | 跑:0.033870 | 晃:0.018263 | 吸:0.016866 | 掰:0.012848
2,52,0.35969308084350177,0.02264620564451364,0.28846153846153844,讹诈 | 阻挠 | 煽动 | 挑衅 | 诽谤 | 纵容 | 恐吓 | 迫害 | 欺骗 | 谋害 | 谴责 | 阴谋,闹事 | 决不 | 猖狂 | 制止 | 钻空子 | 捣乱 | 辩护 | 无恶不作,辩护 | 插手 | 报复 | 勾结 | 拒绝 | 引诱 | 大肆 | 制止 | 打倒 | 推卸 | 抗拒 | 恐吓,讹诈 | 阻挠 | 煽动 | 挑衅 | 诽谤 | 纵容 | 恐吓 | 迫害 | 欺骗 | 谋害 | 谴责 | 阴谋 | 公然 | 勾结 | 侮辱 | 无理 | 捣乱 | 企图 | 报复 | 猖狂 | 殴打 | 怠工 | 竟敢 | 虐待 | 背叛 | 鼓动 | 揭露 | 闹事 | 揭发 | 强迫 | 乘人之危 | 引诱 | 制止 | 逼迫 | 惩罚 | 借口 | 反对 | 拒绝 | 无恶不作 | 大肆 | 抵制 | 抗拒 | 推卸 | 插手 | 打倒 | 辩护 | 钻空子 | 袖手旁观 | 不顾 | 决不 | 斩草除根 | 矛头,52.00642138909957,0.9986055651835263,0.0015136035043335498,大肆:1.000000 | 揭发:1.000000 | 公然:1.000000 | 企图:1.000000 | 谋害:1.000000 | 阴谋:1.000000 | 怠工:1.000000 | 猖狂:1.000000 | 无恶不作:1.000000 | 借口:1.000000 | 乘人之危:1.000000 | 推卸:0.999999,干涉:0.021797 | 饶恕:0.017759
3,77,0.24080803146568147,-0.009040638808512936,0.5844155844155844,测算 | 依据 | 估算 | 推算 | 根据 | 分析 | 推断 | 判定 | 计算 | 界定 | 确定 | 推测,解析 | 简要 | 率 | 章 | 施行 | 曝光 | 举例 | 部分,据此 | 一致 | 简要 | 举例 | 类别 | 简称 | 涉及 | 判定 | 部分 | 评估 | 归属 | 推算,测算 | 依据 | 估算 | 推算 | 根据 | 分析 | 推断 | 判定 | 计算 | 界定 | 确定 | 推测 | 统计 | 参照 | 预测 | 判断 | 评估 | 定义 | 如下 | 粗略 | 依照 | 认定 | 按照 | 具体 | 相关 | 明确 | 据此 | 解析 | 对应 | 评定 | 显示 | 有关 | 参考 | 基于 | 设定 | 分类 | 得出 | 简要 | 上述 | 相应 | 说明 | 举例 | 对比 | 关联 | 实际 | 变更 | 针对 | 涉及 | 变动 | 修正 | 证实 | 及 | 简称 | 一致 | 名称 | 后续 | 包括 | 合并 | 及其 | 经 | 来源 | 类别 | 参见 | 对象 | 以下 | 关于 | 目录 | 重组 | 统一 | 未经 | 归属 | 部分 | 官方 | 施行 | 曝光 | 率 | 章,76.80312952989809,0.9869705987955931,0.010760114928211613,经:1.000000 | 具体:1.000000 | 证实:1.000000 | 针对:0.999999 | 变动:0.999999 | 得出:0.999999 | 如下:0.999997 | 确定:0.999996 | 参见:0.999995 | 明确:0.999994 | 参照:0.999993 | 根据:0.999991,披露:0.118856 | 发行:0.117459 | 由:0.064341 | 一经:0.038689 | 其中:0.036600 | 对照:0.031892 | 纳入:0.028936 | 定向:0.025648
4,34,0.338713967165769,0.03680153862750552,0.23529411764705882,荡漾 | 弥漫 | 流淌 | 闪烁 | 绽放 | 波涛 | 耸立 | 照耀 | 笼罩 | 光芒 | 汹涌 | 盛开,歌声 | 浓重 | 回首 | 往日 | 连绵 | 朦胧 | 摇摆 | 布满,无边 | 如一 | 汹涌 | 荡漾 | 簇拥 | 摇摆 | 扑面而来 | 盛开 | 流淌 | 弥漫 | 跳动 | 笼罩,荡漾 | 弥漫 | 流淌 | 闪烁 | 绽放 | 波涛 | 耸立 | 照耀 | 笼罩 | 光芒 | 汹涌 | 盛开 | 朦胧 | 布满 | 连绵 | 沸腾 | 扑面而来 | 屹立 | 望见 | 跳动 | 簇拥 | 徐徐 | 歌声 | 浮现 | 起伏 | 散发 | 显出 | 无边 | 浓重 | 回首 | 如一 | 点燃 | 摇摆 | 往日,33.990252101912205,0.9996160604067282,0.0004695822868689044,耸立:1.000000 | 布满:1.000000 | 屹立:1.000000 | 荡漾:1.000000 | 显出:1.000000 | 徐徐:1.000000 | 沸腾:1.000000 | 回首:1.000000 | 流淌:1.000000 | 朦胧:1.000000 | 点燃:1.000000 | 连绵:0.999999,
5,27,0.2843667556980027,-0.007299179254302108,0.48148148148148145,跳跃 | 奔跑 | 穿越 | 飞翔 | 探险 | 观赏 | 捕捉 | 触摸 | 撞击 | 行走 | 拍摄 | 操控,冲浪 | 环绕 | 观看 | 集结 | 搜寻 | 隐身 | 观测 | 驾驭,集结 | 冲浪 | 触摸 | 漫游 | 撞击 | 投射 | 跨越 | 隐身 | 操控 | 驾驭 | 搜寻 | 观赏,跳跃 | 奔跑 | 穿越 | 飞翔 | 探险 | 观赏 | 捕捉 | 触摸 | 撞击 | 行走 | 拍摄 | 操控 | 投射 | 漫游 | 冲浪 | 体验 | 观测 | 驾驭 | 观看 | 搜寻 | 环绕 | 跨越 | 碰撞 | 进化 | 隐身 | 传递 | 集结,26.998453391439345,0.9999209504523746,0.00012121379548116066,奔跑:1.000000 | 飞翔:1.000000 | 穿越:1.000000 | 触摸:1.000000 | 拍摄:1.000000 | 投射:1.000000 | 体验:1.000000 | 操控:1.000000 | 捕捉:1.000000 | 集结:1.000000 | 跳跃:1.000000 | 驾驭:1.000000,
6,59,0.4185223405233467,0.054835738572457174,0.2033898305084746,饼干 | 薯片 | 果汁 | 饮料 | 酸奶 | 薯条 | 橙汁 | 巧克力 | 点心 | 零食 | 卤味 | 汽水,钞票 | 肥皂 | 塑料袋 | 洗衣粉 | 小吃 | 沐浴露 | 果酱 | 卤味,桑拿 | 葡萄酒 | 洗衣粉 | 果酱 | 蛋糕 | 盒饭 | 塑料袋 | 口香糖 | 肥皂 | 红茶 | 水果 | 餐,饼干 | 薯片 | 果汁 | 饮料 | 酸奶 | 薯条 | 橙汁 | 巧克力 | 点心 | 零食 | 卤味 | 汽水 | 水果 | 烤肉 | 果酱 | 海鲜 | 咖啡 | 罐头 | 红酒 | 糖果 | 啤酒 | 月饼 | 火锅 | 小吃 | 可乐 | 冰棍儿 | 寿司 | 快餐 | 方便面 | 红茶 | 中餐 | 西餐 | 烧烤 | 口香糖 | 早餐 | 盒饭 | 三明治 | 蛋糕 | 粽子 | 矿泉水 | 烤鸭 | 喜糖 | 酒水 | 主食 | 葡萄酒 | 餐 | 牙膏 | 沐浴露 | 洗衣粉 | 料理 | 肥皂 | 香水 | 塑料袋 | 麻将 | 鞭炮 | 杯 | 桑拿 | 爆竹 | 钞票,58.65707917948264,0.9903203205273783,0.004386746156543497,烧烤:1.000000 | 快餐:1.000000 | 麻将:1.000000 | 酒水:1.000000 | 鞭炮:1.000000 | 烤肉:1.000000 | 中餐:1.000000 | 爆竹:1.000000 | 喜糖:1.000000 | 桑拿:1.000000 | 啤酒:1.000000 | 海鲜:1.000000,面包:0.061153 | 纯净水:0.052327 | 香肠:0.023764 | 夜市:0.019940 | 西瓜:0.018173 | 火柴:0.010079
7,45,0.32966883923555934,0.00932164777570061,0.4666666666666667,贴切 | 简洁 | 恰当 | 精妙 | 工整 | 准确 | 生动 | 流畅 | 清晰 | 详尽 | 透彻 | 严谨,透明 | 自如 | 生动 | 寻常 | 对称 | 有趣 | 醒目 | 流畅,简单 | 合乎 | 千变万化 | 精确 | 详尽 | 深奥 | 真实 | 对称 | 透彻 | 自如 | 恰当 | 微妙,贴切 | 简洁 | 恰当 | 精妙 | 工整 | 准确 | 生动 | 流畅 | 清晰 | 详尽 | 透彻 | 严谨 | 巧妙 | 恰如其分 | 精练 | 精确 | 简单 | 直观 | 深奥 | 有趣 | 真实 | 恰到好处 | 简短 | 微妙 | 耐人寻味 | 复杂 | 紧凑 | 通俗 | 细微 | 宽泛 | 可信 | 通顺 | 吻合 | 醒目 | 合乎 | 相似 | 千变万化 | 一目了然 | 画龙点睛 | 分明 | 自如 | 熟悉 | 寻常 | 对称 | 透明,44.792988063068776,0.9951877872179427,0.00406483962620485,清晰:1.000000 | 精练:1.000000 | 细微:1.000000 | 巧妙:1.000000 | 醒目:1.000000 | 直观:1.000000 | 深奥:1.000000 | 简短:1.000000 | 紧凑:1.000000 | 流畅:1.000000 | 透彻:1.000000 | 透明:0.999999,
8,77,0.223165522954998,-0.032508706695231496,0.8051948051948052,从而 | 进而 | 使得 | 势必 | 必将 | 一方面 | 对于 | 将 | 由此 | 逐步 | 意味着 | 使,始终 | 确信 | 必须 | 即 | 首先 | 并且 | 认为 | 重新,首先 | 在于 | 潜在 | 彻底 | 以 | 得以 | 为 | 始终 | 同等 | 一方面 | 使得 | 不利于,从而 | 进而 | 使得 | 势必 | 必将 | 一方面 | 对于 | 将 | 由此 | 逐步 | 意味着 | 使 | 同时 | 取决于 | 并且 | 另一方面 | 不利于 | 逐渐 | 有望 | 在于 | 反过来 | 对 | 致使 | 以及 | 能否 | 并 | 最终 | 鉴于 | 得以 | 其 | 自身 | 与此同时 | 不断 | 表明 | 随着 | 源于 | 未来 | 大大 | 首先 | 无法 | 与其 | 必须 | 长期 | 继续 | 与 | 和 | 潜在 | 决定 | 出于 | 双重 | 重新 | 今后 | 即 | 主要 | 间接 | 视为 | 以 | 始终 | 来源于 | 认为 | 彻底 | 从中 | 为此 | 当下 | 确信 | 首要 | 得到 | 外界 | 除 | 分别 | 为 | 各自 | 于 | 所 | 持有 | 变为 | 同等,77.0400712161272,0.9936643776857266,0.0058674991656862945,进而:1.000000 | 使:1.000000 | 重新:1.000000 | 同时:0.999999 | 得以:0.999999 | 对:0.999999 | 能否:0.999999 | 以:0.999998 | 逐渐:0.999996 | 逐步:0.999996 | 将:0.999995 | 不利于:0.999995,已:0.059714 | 由于:0.047872 | 如何:0.031853 | 其中:0.030228 | 属于:0.028390 | 及:0.023308 | 是否:0.016987 | 所有:0.016875
9,43,0.2972999872915832,-0.006002660643478938,0.4883720930232558,艰苦奋斗 | 团结 | 发扬 | 自强不息 | 弘扬 | 祖国 | 富强 | 社会主义 | 中华民族 | 公仆 | 爱国 | 觉悟,学子 | 辛勤 | 一心 | 同舟共济 | 责任感 | 艰苦奋斗 | 自强不息 | 干事,民主 | 事业 | 模范 | 一心 | 人民 | 干事 | 责任感 | 革命 | 成才 | 自强不息 | 爱国 | 同舟共济,艰苦奋斗 | 团结 | 发扬 | 自强不息 | 弘扬 | 祖国 | 富强 | 社会主义 | 中华民族 | 公仆 | 爱国 | 觉悟 | 榜样 | 自力更生 | 楷模 | 志气 | 民主 | 人民 | 责任感 | 革命 | 同舟共济 | 成才 | 争光 | 精神 | 党 | 模范 | 和平 | 辛勤 | 改革开放 | 事业 | 造福 | 表率 | 保卫 | 哺育 | 扎根 | 大家庭 | 致富 | 干事 | 互助 | 同胞 | 解放 | 学子 | 一心,42.467443562758476,0.9870071912538131,0.008624492259578244,造福:1.000000 | 扎根:1.000000 | 团结:0.999999 | 辛勤:0.999999 | 哺育:0.999999 | 干事:0.999998 | 公仆:0.999998 | 保卫:0.999997 | 志气:0.999997 | 争光:0.999997 | 学子:0.999996 | 致富:0.999996,复兴:0.015441
