community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members,soft_mass,mean_max_membership,mean_normalized_membership_entropy,highest_membership_words,strongest_members_outside_hard_cluster
0,49,0.3562247057338598,0.02703454823569795,0.30612244897959184,刨 | 劈 | 割 | 剥 | 扒 | 捡 | 剪 | 砍 | 锯 | 拣 | 铲 | 掏,垫 | 插 | 扒 | 铺 | 窝 | 划 | 劈 | 栽,放水 | 焊 | 挑 | 挖 | 劈 | 拔 | 埋 | 钻 | 碎 | 切 | 捞 | 刨,刨 | 劈 | 割 | 剥 | 扒 | 捡 | 剪 | 砍 | 锯 | 拣 | 铲 | 掏 | 凿 | 刮 | 撬 | 洗 | 拔 | 捞 | 卸 | 挑 | 削 | 埋 | 碎 | 拾 | 绞 | 摘 | 剃 | 挖 | 磨 | 切 | 栽 | 抄 | 垫 | 筛 | 拆 | 斩 | 填 | 钻 | 扫 | 插 | 焊 | 划 | 铺 | 窝 | 捕 | 宰 | 坑 | 锁 | 放水,49.00000000002329,1.0,1.6024876108966705e-16,凿:1.000000 | 切:1.000000 | 划:1.000000 | 刨:1.000000 | 刮:1.000000 | 剃:1.000000 | 削:1.000000 | 剥:1.000000 | 剪:1.000000 | 割:1.000000 | 劈:1.000000 | 卸:1.000000,
1,53,0.3181811619285253,-0.003397941716378447,0.5283018867924528,祝贺 | 祝愿 | 祝福 | 祝 | 感谢 | 贺电 | 贺信 | 欢呼 | 干杯 | 掌声 | 谢谢 | 一路平安,祈祷 | 幸运 | 感谢 | 诚挚 | 圆满 | 喜洋洋 | 经久不息 | 大家庭,闭幕式 | 昌盛 | 全体 | 致辞 | 勋章 | 鹏程万里 | 开幕式 | 招待会 | 谢谢 | 好运 | 开幕 | 万古长青,祝贺 | 祝愿 | 祝福 | 祝 | 感谢 | 贺电 | 贺信 | 欢呼 | 干杯 | 掌声 | 谢谢 | 一路平安 | 诚挚 | 致敬 | 热烈 | 闭幕式 | 宴会 | 致辞 | 恭喜 | 欢迎 | 颁奖 | 喝彩 | 开幕式 | 招待会 | 开幕 | 好运 | 贵宾 | 荣幸 | 光临 | 万古长青 | 闭幕 | 盛会 | 欢声笑语 | 祈祷 | 经久不息 | 来宾 | 晚安 | 一路顺风 | 心想事成 | 加油 | 此致 | 大会 | 助威 | 胜利 | 鹏程万里 | 迎接 | 喜洋洋 | 幸运 | 圆满 | 昌盛 | 大家庭 | 全体 | 勋章,53.0000000000003,1.0,4.089694406133702e-16,一路平安:1.000000 | 一路顺风:1.000000 | 万古长青:1.000000 | 光临:1.000000 | 全体:1.000000 | 加油:1.000000 | 助威:1.000000 | 勋章:1.000000 | 喜洋洋:1.000000 | 喝彩:1.000000 | 圆满:1.000000 | 大会:1.000000,
2,34,0.3515428042306666,0.09405367379017113,0.058823529411764705,屡次 | 接连 | 频频 | 多次 | 一再 | 再度 | 再次 | 相继 | 接二连三 | 先后 | 时常 | 屡,遭到 | 断断续续 | 纷纷 | 时不时 | 被迫 | 一连 | 从未 | 继续,一连 | 经常 | 一再 | 屡次 | 陆续 | 屡 | 断断续续 | 多次 | 频繁 | 时常 | 被 | 连续,屡次 | 接连 | 频频 | 多次 | 一再 | 再度 | 再次 | 相继 | 接二连三 | 先后 | 时常 | 屡 | 三番五次 | 不时 | 经常 | 曾 | 频繁 | 纷纷 | 连续 | 陆续 | 时不时 | 反复 | 一度 | 被迫 | 从未 | 一连 | 首次 | 继续 | 竞相 | 断断续续 | 轮流 | 遭到 | 被 | 集体,34.00020233862813,0.9999999999998153,9.341555166032526e-13,一再:1.000000 | 一度:1.000000 | 一连:1.000000 | 三番五次:1.000000 | 不时:1.000000 | 先后:1.000000 | 再度:1.000000 | 再次:1.000000 | 反复:1.000000 | 多次:1.000000 | 屡:1.000000 | 屡次:1.000000,
3,64,0.42324826104965146,0.09890676819296775,0.046875,愚蠢 | 自私 | 卑鄙 | 虚伪 | 丑恶 | 狡猾 | 残忍 | 凶残 | 奸诈 | 贪婪 | 粗鲁 | 丑陋,胆小 | 颓废 | 渺小 | 浮躁 | 可悲 | 固执 | 盛气凌人 | 自负,愚蠢 | 无知 | 无能 | 盛气凌人 | 虚伪 | 腐朽 | 幼稚 | 拙劣 | 自私 | 腐化 | 浮躁 | 颓废,愚蠢 | 自私 | 卑鄙 | 虚伪 | 丑恶 | 狡猾 | 残忍 | 凶残 | 奸诈 | 贪婪 | 粗鲁 | 丑陋 | 凶恶 | 冷漠 | 可恶 | 邪恶 | 傲慢 | 冷酷 | 无知 | 懒惰 | 庸俗 | 无情无义 | 自私自利 | 软弱 | 冷酷无情 | 无能 | 堕落 | 幼稚 | 可耻 | 狭隘 | 鲁莽 | 凶狠 | 猖狂 | 可悲 | 自以为是 | 固执 | 阴暗 | 罪恶 | 野蛮 | 顽固 | 放肆 | 胆小 | 残酷 | 叛逆 | 拙劣 | 腐朽 | 粗暴 | 目中无人 | 损人利己 | 恶 | 放纵 | 颓废 | 腐化 | 污秽 | 专制 | 无情 | 渺小 | 盛气凌人 | 本性 | 浮躁 | 消极 | 恶劣 | 自负 | 极端,64.00000152427822,0.9999999999998179,9.244180529302513e-13,丑恶:1.000000 | 丑陋:1.000000 | 傲慢:1.000000 | 冷漠:1.000000 | 冷酷:1.000000 | 冷酷无情:1.000000 | 凶恶:1.000000 | 凶残:1.000000 | 凶狠:1.000000 | 卑鄙:1.000000 | 叛逆:1.000000 | 可耻:1.000000,
4,35,0.34838840686788697,0.06072945212296787,0.08571428571428572,工资 | 失业 | 雇员 | 招聘 | 薪水 | 下岗 | 岗位 | 求职 | 雇佣 | 农民工 | 公务员 | 就业,退休 | 在职 | 专职 | 外籍 | 白领 | 家政 | 员工 | 职工,从业 | 劳务 | 求职 | 工资 | 家政 | 就业 | 职业 | 蓝领 | 外企 | 雇主 | 岗位 | 农民工,工资 | 失业 | 雇员 | 招聘 | 薪水 | 下岗 | 岗位 | 求职 | 雇佣 | 农民工 | 公务员 | 就业 | 蓝领 | 年薪 | 雇主 | 兼职 | 在职 | 员工 | 外企 | 上岗 | 职工 | 试用期 | 职业 | 劳动力 | 劳务 | 白领 | 退休 | 待遇 | 家政 | 劳动 | 从业 | 多劳多得 | 专职 | 外籍 | 创业,35.00000102133457,0.9999999999999992,6.201058091327311e-15,上岗:1.000000 | 下岗:1.000000 | 专职:1.000000 | 从业:1.000000 | 公务员:1.000000 | 兼职:1.000000 | 农民工:1.000000 | 创业:1.000000 | 劳务:1.000000 | 劳动:1.000000 | 劳动力:1.000000 | 员工:1.000000,
5,34,0.36846738928641565,0.05009660915060679,0.08823529411764706,敬酒 | 握手 | 鞠躬 | 客气 | 招呼 | 告辞 | 打招呼 | 招手 | 问候 | 敬礼 | 请坐 | 亲热,当面 | 亲切 | 推辞 | 冒昧 | 过奖 | 礼 | 举手 | 送别,不敢当 | 亲热 | 让座 | 打招呼 | 握手 | 冒昧 | 敬 | 鼓掌 | 就座 | 举手 | 请进 | 过奖,敬酒 | 握手 | 鞠躬 | 客气 | 招呼 | 告辞 | 打招呼 | 招手 | 问候 | 敬礼 | 请坐 | 亲热 | 殷勤 | 鼓掌 | 送行 | 推辞 | 不敢当 | 送别 | 敬 | 招待 | 亲切 | 道歉 | 捧场 | 久仰 | 举手 | 就座 | 让座 | 合影 | 留念 | 冒昧 | 礼 | 过奖 | 当面 | 请进,34.00000000000019,1.0,1.455500014083458e-17,不敢当:1.000000 | 举手:1.000000 | 久仰:1.000000 | 亲切:1.000000 | 亲热:1.000000 | 冒昧:1.000000 | 合影:1.000000 | 告辞:1.000000 | 客气:1.000000 | 就座:1.000000 | 当面:1.000000 | 打招呼:1.000000,
6,46,0.38862854054764623,0.13178490068359164,0.043478260869565216,任命 | 聘任 | 辞职 | 职务 | 辞去 | 就任 | 出任 | 罢免 | 任职 | 辞退 | 免职 | 离职,派遣 | 跳槽 | 应聘 | 聘用 | 选拔 | 聘请 | 上台 | 加盟,任 | 聘 | 辞职 | 选拔 | 应聘 | 出任 | 撤换 | 加盟 | 任命 | 辞退 | 连任 | 辞,任命 | 聘任 | 辞职 | 职务 | 辞去 | 就任 | 出任 | 罢免 | 任职 | 辞退 | 免职 | 离职 | 撤换 | 任期 | 提名 | 提拔 | 连任 | 公职 | 聘用 | 辞呈 | 当选 | 聘 | 就职 | 上任 | 人选 | 解雇 | 选举 | 应聘 | 接替 | 推选 | 任 | 职位 | 候选人 | 开除 | 下台 | 竞选 | 晋升 | 选拔 | 聘请 | 辞 | 跳槽 | 接班 | 人事 | 上台 | 派遣 | 加盟,45.99999999996487,0.9999999999990621,4.404568702883693e-12,上任:1.000000 | 上台:1.000000 | 下台:1.000000 | 人事:1.000000 | 人选:1.000000 | 任:1.000000 | 任命:1.000000 | 任期:1.000000 | 任职:1.000000 | 候选人:1.000000 | 免职:1.000000 | 公职:1.000000,
7,63,0.2872141570254964,0.010028743011201382,0.47619047619047616,发展 | 转型 | 拓展 | 变革 | 创新 | 整合 | 革新 | 升级 | 优化 | 开拓 | 推广 | 融合,改造 | 简化 | 实践 | 探索 | 优化 | 复制 | 开拓 | 积累,改造 | 开拓 | 转换 | 孵化 | 竞争 | 成长 | 注入 | 普及 | 改革 | 拓展 | 发展 | 创新,发展 | 转型 | 拓展 | 变革 | 创新 | 整合 | 革新 | 升级 | 优化 | 开拓 | 推广 | 融合 | 探索 | 扩展 | 壮大 | 应用 | 转变 | 开发 | 改进 | 转化 | 改革 | 进化 | 研发 | 扩张 | 普及 | 崛起 | 布局 | 改良 | 进步 | 延伸 | 改造 | 协同 | 引领 | 实践 | 振兴 | 演变 | 驱动 | 孵化 | 繁荣 | 转换 | 复兴 | 成长 | 竞争 | 传承 | 扶持 | 运作 | 落地 | 积累 | 攻关 | 发扬光大 | 示范 | 激活 | 简化 | 替代 | 开放 | 化 | 大有可为 | 复制 | 重组 | 改版 | 注入 | 更新 | 过渡,63.00000000121256,0.9999999999996775,1.5659850768219694e-12,优化:1.000000 | 创新:1.000000 | 化:1.000000 | 升级:1.000000 | 协同:1.000000 | 发展:1.000000 | 发扬光大:1.000000 | 变革:1.000000 | 壮大:1.000000 | 复兴:1.000000 | 复制:1.000000 | 大有可为:1.000000,
8,62,0.3565367691247266,0.015163051443348903,0.43548387096774194,浇 | 擦 | 淋 | 蘸 | 洒 | 沾 | 烫 | 淌 | 涂 | 泼 | 裹 | 抹,憋 | 闷 | 口水 | 蘸 | 呛 | 搁 | 扎 | 捂,闷 | 露 | 漂 | 擦 | 堵 | 挤 | 淹 | 摊 | 泼 | 渗 | 攒 | 炸,浇 | 擦 | 淋 | 蘸 | 洒 | 沾 | 烫 | 淌 | 涂 | 泼 | 裹 | 抹 | 喷 | 粘 | 熬 | 溅 | 烧 | 掺 | 撒 | 泡 | 吐 | 熏 | 搅 | 渗 | 闷 | 挤 | 灌 | 夹 | 搁 | 吹 | 呛 | 放 | 炸 | 浸泡 | 憋 | 捂 | 淹 | 挂 | 黏 | 敷 | 滴 | 刷 | 干 | 贴 | 晒 | 扎 | 堵 | 染 | 攒 | 漂 | 沏 | 口水 | 冒 | 盖 | 遮 | 露 | 装 | 爆 | 塞 | 摊 | 吸 | 满,61.99999999989043,0.9999999999982255,8.016614708109332e-12,冒:1.000000 | 刷:1.000000 | 口水:1.000000 | 吐:1.000000 | 吸:1.000000 | 吹:1.000000 | 呛:1.000000 | 喷:1.000000 | 堵:1.000000 | 塞:1.000000 | 夹:1.000000 | 干:1.000000,
9,52,0.3096746031731205,0.03712466033199634,0.3076923076923077,预订 | 机票 | 门票 | 退票 | 抽奖 | 车票 | 预约 | 特价 | 打折 | 折扣 | 话费 | 优惠,上门 | 购物 | 套餐 | 收听 | 礼品 | 自助 | 小费 | 点击率,抽奖 | 会员 | 中奖 | 排队 | 机票 | 点击率 | 购物 | 预约 | 自费 | 投票 | 入场 | 退票,预订 | 机票 | 门票 | 退票 | 抽奖 | 车票 | 预约 | 特价 | 打折 | 折扣 | 话费 | 优惠 | 售票 | 促销 | 奖品 | 中奖 | 票价 | 免费 | 付款 | 订购 | 礼品 | 预售 | 兑换 | 入场券 | 月票 | 报名 | 红包 | 购物 | 预定 | 套餐 | 付费 | 自助 | 小费 | 票 | 领取 | 签证 | 券 | 购买 | 排队 | 会员 | 自费 | 彩票 | 爆满 | 流量 | 客流 | 投票 | 零钱 | 收听 | 正版 | 点击率 | 入场 | 上门,52.00000000079457,0.9999999999985073,6.955088643861027e-12,上门:1.000000 | 中奖:1.000000 | 付费:1.000000 | 优惠:1.000000 | 会员:1.000000 | 促销:1.000000 | 免费:1.000000 | 兑换:1.000000 | 入场:1.000000 | 入场券:1.000000 | 券:1.000000 | 售票:1.000000,
