community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
0,1,,0.0,0.0,〇,〇,〇,〇
1,14,0.5804582588892292,0.34186783495305667,0.07142857142857142,四 五 六 三 七 八 九 十 二 两 第二 几,一 几 十 第 两 二 第二 九,第二 六 八 几 十 四 二 五 九 两 一 七,四 五 六 三 七 八 九 十 二 两 第二 几 第 一
2,12,0.44558982824552096,0.10912699326820936,0.08333333333333333,全都 统统 通通 全部 一概 一律 皆 所有 一切 几乎 无不 一一,皆 无不 全部 一律 一切 一一 几乎 所有,皆 通通 无不 几乎 所有 统统 全都 全部 一概 一切 一律 一一,全都 统统 通通 全部 一概 一律 皆 所有 一切 几乎 无不 一一
3,47,0.43045982419486517,0.00016122884290786522,0.5106382978723404,急忙 赶忙 连忙 慌忙 赶紧 立刻 忽然 忍不住 猛然 立即 马上 随即,只得 趁机 不得不 只好 一齐 不约而同 赶快 不由自主,不得不 慌忙 一齐 立刻 立即 只得 只好 顺手 禁不住 不禁 趁机 不由自主,急忙 赶忙 连忙 慌忙 赶紧 立刻 忽然 忍不住 猛然 立即 马上 随即 不由得 当即 情不自禁 突然 毫不犹豫 索性 悄悄 赶快 顿时 只好 禁不住 不禁 不由自主 偷偷 毅然 只得 下意识 顾不得 匆匆 恨不得 迫不及待 干脆 不得不 纷纷 灵机一动 一下子 趁机 火速 连滚带爬 不假思索 匆忙 顺手 不约而同 连夜 一齐
4,20,0.46020187480602204,0.09143287279573828,0.25,时常 常常 时不时 经常 有时 偶尔 不时 有时候 不免 难免 免不了 老是,每当 免不了 生怕 老是 一不小心 有人 动不动 难免,时常 时时 常 动不动 不免 一不小心 不时 有时候 偶尔 每当 时而 有时,时常 常常 时不时 经常 有时 偶尔 不时 有时候 不免 难免 免不了 老是 时时 时而 常 生怕 动不动 一不小心 有人 每当
5,4,0.4302564657900218,0.07132282896502419,0.25,一鼓作气 一举 一口气 收复,收复 一口气 一举 一鼓作气,一鼓作气 收复 一口气 一举,一鼓作气 一举 一口气 收复
6,4,0.45980857289174826,0.10920924451216359,0.5,一言一行 一举一动 所作所为 一行,所作所为 一行 一举一动 一言一行,一行 一举一动 所作所为 一言一行,一言一行 一举一动 所作所为 一行
7,6,0.4749453467440142,0.13584457390468077,0.0,无所事事 一无所有 一事无成 无所作为 一无所知 默默无闻,一无所知 默默无闻 一事无成 无所作为 一无所有 无所事事,无所作为 一无所知 无所事事 一无所有 一事无成 默默无闻,无所事事 一无所有 一事无成 无所作为 一无所知 默默无闻
8,21,0.44855651605975444,0.06368195657037476,0.2857142857142857,许多 诸多 众多 一些 各种 无数 各式各样 不少 好多 种种 一系列 大量,这些 各个 一系列 一些 多种 大量 那些 成千上万,若干 不少 许多 无数 一连串 种种 形形色色 那些 多种 这些 大批 大量,许多 诸多 众多 一些 各种 无数 各式各样 不少 好多 种种 一系列 大量 大批 形形色色 这些 那些 成千上万 一连串 多种 各个 若干
9,3,0.5756531560162128,0.35132188518130386,0.0,一代 代 下一代,代 下一代 一代,代 下一代 一代,一代 代 下一代
10,24,0.428341443624749,0.04126035356315087,0.20833333333333334,扭头 回头 低头 一眼 坐下 走开 点头 抬头 转身 目不转睛 站住 停下,交头接耳 一会儿 点头 走近 直视 坐下 眼色 愣,俯首 转身 停下 一会儿 打量 愣 站住 目不转睛 直视 点头 回头 坐下,扭头 回头 低头 一眼 坐下 走开 点头 抬头 转身 目不转睛 站住 停下 打量 左顾右盼 眨眼 过头 东张西望 眼色 愣 一会儿 俯首 交头接耳 走近 直视
